count;max;mutid;#E;predtime;#inter;+WG;+WT;+WTG;+WO;+WOG;+WN;+WNG;+WT*;+WT*G;+WZ;+WZG
290;600;1358004404577;6515;17;468;234;83;71;55;46;13;13;17;17;16;16
291;600;1357995686954;6515;3012;1543;771;64;20;5;4;5;4;5;4;5;4
292;600;1358000386452;6515;12;1551;775;0;0;0;0;0;0;0;0;0;0
293;600;1358000144241;6515;10;647;-1;1;1;1;1;1;1;1;1;1;1
294;600;1358006504487;6515;14;1552;776;6;5;6;5;6;5;6;5;6;5
295;600;1358000783099;6515;9;469;234;10;10;10;10;10;10;10;10;10;10
296;600;1358003449951;6515;184;1544;772;1;1;0;0;0;0;0;0;0;0
297;600;1358007062021;6515;53;1566;783;27;23;14;10;10;9;10;9;11;10
298;600;1357993950515;6515;17;468;234;83;71;55;46;13;13;17;17;16;16
299;600;1358000893869;6515;3795;468;234;29;2;2;2;2;2;2;2;2;2
300;600;1357994716925;6515;17;468;234;83;71;55;46;13;13;17;17;16;16
301;600;1358003305041;6515;2440;1543;771;43;6;1;1;1;1;1;1;1;1
302;600;1358004542452;6515;65;1564;782;0;0;0;0;0;0;0;0;0;0
303;600;1358002358284;6515;3037;468;234;90;20;0;0;0;0;0;0;0;0
304;600;1358008048851;6515;37;91;45;10;1;3;1;1;1;1;1;1;1
305;600;1358006873329;6515;281;1543;771;3;3;0;0;0;0;0;0;0;0
306;600;1358007038153;6515;38;1563;781;2;1;2;1;2;1;2;1;2;1
307;600;1357995195904;6515;17;468;234;83;71;55;46;13;13;17;17;16;16
308;600;1358004828560;6515;451;468;234;158;37;24;9;1;1;10;4;2;2
309;600;1358000631809;6515;358;94;47;2;1;1;1;1;1;1;1;1;1
310;600;1358006781469;6515;89;632;316;193;113;106;92;84;83;88;83;85;84
311;600;1357993240757;6515;1353;640;320;358;88;33;14;8;8;24;14;8;8
312;600;1357992669897;6515;3548;468;234;103;31;0;0;0;0;0;0;0;0
313;600;1357992816118;6515;1102;468;234;325;99;36;35;19;19;23;22;19;19
